visit_date,visit_time,unix_time,user
2021-08-28,2021-08-28 00:07:00,1630076820,G
2021-08-28,2021-08-28 00:15:35,1630077335,D
2021-08-28,2021-08-28 00:18:48,1630077528,A
2021-08-28,2021-08-28 00:37:10,1630078630,G
2021-08-28,2021-08-28 00:39:42,1630078782,A
2021-08-28,2021-08-28 00:46:11,1630079171,F
2021-08-28,2021-08-28 00:51:21,1630079481,F
2021-08-28,2021-08-28 00:54:28,1630079668,F
2021-08-28,2021-08-28 01:12:40,1630080760,B
2021-08-28,2021-08-28 01:13:20,1630080800,E
2021-08-28,2021-08-28 01:16:08,1630080968,F
2021-08-28,2021-08-28 01:35:07,1630082107,A
2021-08-28,2021-08-28 02:05:37,1630083937,A
2021-08-28,2021-08-28 02:14:20,1630084460,E
2021-08-28,2021-08-28 02:21:43,1630084903,F
2021-08-28,2021-08-28 02:21:50,1630084910,D
2021-08-28,2021-08-28 02:23:26,1630085006,A
2021-08-28,2021-08-28 02:25:20,1630085120,F
2021-08-28,2021-08-28 02:33:04,1630085584,C
2021-08-28,2021-08-28 02:41:15,1630086075,C
2021-08-28,2021-08-28 02:47:51,1630086471,D
2021-08-28,2021-08-28 02:51:44,1630086704,B
2021-08-28,2021-08-28 02:55:57,1630086957,D
2021-08-28,2021-08-28 03:26:18,1630088778,B
2021-08-28,2021-08-28 03:27:41,1630088861,G
2021-08-28,2021-08-28 03:31:08,1630089068,F
2021-08-28,2021-08-28 03:43:43,1630089823,G
2021-08-28,2021-08-28 03:58:04,1630090684,E
2021-08-28,2021-08-28 04:07:01,1630091221,G
2021-08-28,2021-08-28 04:21:59,1630092119,F
2021-08-28,2021-08-28 04:26:29,1630092389,F
2021-08-28,2021-08-28 05:17:12,1630095432,A
2021-08-28,2021-08-28 05:47:52,1630097272,H
2021-08-28,2021-08-28 05:56:01,1630097761,D
2021-08-28,2021-08-28 06:11:49,1630098709,G
2021-08-28,2021-08-28 06:12:46,1630098766,D
2021-08-28,2021-08-28 06:33:32,1630100012,G
2021-08-28,2021-08-28 06:37:16,1630100236,A
2021-08-28,2021-08-28 06:46:41,1630100801,A
2021-08-28,2021-08-28 06:47:07,1630100827,A
2021-08-28,2021-08-28 07:16:42,1630102602,D
2021-08-28,2021-08-28 07:21:09,1630102869,A
2021-08-28,2021-08-28 07:30:48,1630103448,H
2021-08-28,2021-08-28 07:37:27,1630103847,F
2021-08-28,2021-08-28 07:44:22,1630104262,B
2021-08-28,2021-08-28 08:13:06,1630105986,D
2021-08-28,2021-08-28 08:17:34,1630106254,A
2021-08-28,2021-08-28 08:29:37,1630106977,F
2021-08-28,2021-08-28 08:31:35,1630107095,D
2021-08-28,2021-08-28 08:43:49,1630107829,B
2021-08-28,2021-08-28 08:44:56,1630107896,F
2021-08-28,2021-08-28 08:50:58,1630108258,D
2021-08-28,2021-08-28 08:54:51,1630108491,H
2021-08-28,2021-08-28 08:56:43,1630108603,H
2021-08-28,2021-08-28 09:18:19,1630109899,E
2021-08-28,2021-08-28 09:35:22,1630110922,B
2021-08-28,2021-08-28 09:39:08,1630111148,B
2021-08-28,2021-08-28 09:54:35,1630112075,F
2021-08-28,2021-08-28 10:27:52,1630114072,C
2021-08-28,2021-08-28 10:32:12,1630114332,A
2021-08-28,2021-08-28 10:55:30,1630115730,G
2021-08-28,2021-08-28 10:55:37,1630115737,A
2021-08-28,2021-08-28 11:08:06,1630116486,E
2021-08-28,2021-08-28 11:26:51,1630117611,H
2021-08-28,2021-08-28 11:37:16,1630118236,F
2021-08-28,2021-08-28 11:39:54,1630118394,F
2021-08-28,2021-08-28 11:47:00,1630118820,G
2021-08-28,2021-08-28 11:48:50,1630118930,B
2021-08-28,2021-08-28 11:49:43,1630118983,F
2021-08-28,2021-08-28 12:05:45,1630119945,G
2021-08-28,2021-08-28 12:18:30,1630120710,A
2021-08-28,2021-08-28 12:20:54,1630120854,D
2021-08-28,2021-08-28 12:23:44,1630121024,E
2021-08-28,2021-08-28 12:23:49,1630121029,C
2021-08-28,2021-08-28 12:30:35,1630121435,B
2021-08-28,2021-08-28 12:41:10,1630122070,G
2021-08-28,2021-08-28 12:47:51,1630122471,H
2021-08-28,2021-08-28 13:05:18,1630123518,D
2021-08-28,2021-08-28 13:12:57,1630123977,C
2021-08-28,2021-08-28 13:18:35,1630124315,C
2021-08-28,2021-08-28 13:32:49,1630125169,D
2021-08-28,2021-08-28 13:36:01,1630125361,D
2021-08-28,2021-08-28 13:37:16,1630125436,F
2021-08-28,2021-08-28 13:55:01,1630126501,C
2021-08-28,2021-08-28 13:55:34,1630126534,H
2021-08-28,2021-08-28 14:18:49,1630127929,F
2021-08-28,2021-08-28 14:22:39,1630128159,F
2021-08-28,2021-08-28 14:54:34,1630130074,A
2021-08-28,2021-08-28 15:07:42,1630130862,C
2021-08-28,2021-08-28 15:11:26,1630131086,E
2021-08-28,2021-08-28 15:26:01,1630131961,E
2021-08-28,2021-08-28 15:30:08,1630132208,C
2021-08-28,2021-08-28 15:37:38,1630132658,B
2021-08-28,2021-08-28 15:49:16,1630133356,H
2021-08-28,2021-08-28 16:05:29,1630134329,E
2021-08-28,2021-08-28 16:19:06,1630135146,G
2021-08-28,2021-08-28 16:31:09,1630135869,H
2021-08-28,2021-08-28 16:37:49,1630136269,E
2021-08-28,2021-08-28 16:51:10,1630137070,C
2021-08-28,2021-08-28 16:53:16,1630137196,H
2021-08-28,2021-08-28 17:04:58,1630137898,D
2021-08-28,2021-08-28 17:05:49,1630137949,B
2021-08-28,2021-08-28 17:21:26,1630138886,A
2021-08-28,2021-08-28 17:32:23,1630139543,B
2021-08-28,2021-08-28 17:33:18,1630139598,H
2021-08-28,2021-08-28 17:45:02,1630140302,D
2021-08-28,2021-08-28 17:50:48,1630140648,G
2021-08-28,2021-08-28 18:19:23,1630142363,E
2021-08-28,2021-08-28 18:25:19,1630142719,E
2021-08-28,2021-08-28 18:35:26,1630143326,H
2021-08-28,2021-08-28 18:43:55,1630143835,E
2021-08-28,2021-08-28 18:47:09,1630144029,D
2021-08-28,2021-08-28 18:52:27,1630144347,F
2021-08-28,2021-08-28 18:52:29,1630144349,F
2021-08-28,2021-08-28 18:55:52,1630144552,F
2021-08-28,2021-08-28 19:05:56,1630145156,C
2021-08-28,2021-08-28 19:06:01,1630145161,G
2021-08-28,2021-08-28 19:10:36,1630145436,E
2021-08-28,2021-08-28 19:21:03,1630146063,A
2021-08-28,2021-08-28 19:24:11,1630146251,F
2021-08-28,2021-08-28 19:29:15,1630146555,D
2021-08-28,2021-08-28 19:33:55,1630146835,F
2021-08-28,2021-08-28 20:36:01,1630150561,H
2021-08-28,2021-08-28 20:39:27,1630150767,H
2021-08-28,2021-08-28 20:51:42,1630151502,G
2021-08-28,2021-08-28 20:52:19,1630151539,G
2021-08-28,2021-08-28 21:04:13,1630152253,D
2021-08-28,2021-08-28 21:06:21,1630152381,H
2021-08-28,2021-08-28 21:07:55,1630152475,C
2021-08-28,2021-08-28 21:16:58,1630153018,D
2021-08-28,2021-08-28 21:56:24,1630155384,G
2021-08-28,2021-08-28 21:58:33,1630155513,E
2021-08-28,2021-08-28 22:07:13,1630156033,A
2021-08-28,2021-08-28 22:30:25,1630157425,D
2021-08-28,2021-08-28 22:41:43,1630158103,A
2021-08-28,2021-08-28 22:48:17,1630158497,D
2021-08-28,2021-08-28 22:49:00,1630158540,G
2021-08-28,2021-08-28 22:53:19,1630158799,D
2021-08-28,2021-08-28 22:58:54,1630159134,C
2021-08-28,2021-08-28 23:13:13,1630159993,C
2021-08-28,2021-08-28 23:14:53,1630160093,A
2021-08-28,2021-08-28 23:16:24,1630160184,E
2021-08-28,2021-08-28 23:22:30,1630160550,G
2021-08-28,2021-08-28 23:29:21,1630160961,B
2021-08-28,2021-08-28 23:30:20,1630161020,H
2021-08-28,2021-08-28 23:31:56,1630161116,G
2021-08-28,2021-08-28 23:46:34,1630161994,B
2021-08-28,2021-08-28 23:51:09,1630162269,H
2021-08-28,2021-08-28 23:51:41,1630162301,F
2021-08-28,2021-08-28 23:55:23,1630162523,H
2021-08-28,2021-08-28 23:58:45,1630162725,F
2021-08-29,2021-08-29 00:02:09,1630162929,E
2021-08-29,2021-08-29 00:08:19,1630163299,E
2021-08-29,2021-08-29 00:18:54,1630163934,E
2021-08-29,2021-08-29 00:19:02,1630163942,A
2021-08-29,2021-08-29 00:24:10,1630164250,D
2021-08-29,2021-08-29 00:26:41,1630164401,H
2021-08-29,2021-08-29 00:44:32,1630165472,C
2021-08-29,2021-08-29 01:05:55,1630166755,H
2021-08-29,2021-08-29 01:11:31,1630167091,C
2021-08-29,2021-08-29 01:29:42,1630168182,A
2021-08-29,2021-08-29 01:39:33,1630168773,G
2021-08-29,2021-08-29 01:46:26,1630169186,H
2021-08-29,2021-08-29 02:03:29,1630170209,B
2021-08-29,2021-08-29 02:05:41,1630170341,F
2021-08-29,2021-08-29 02:06:21,1630170381,D
2021-08-29,2021-08-29 02:34:34,1630172074,A
2021-08-29,2021-08-29 02:37:56,1630172276,G
2021-08-29,2021-08-29 02:40:23,1630172423,B
2021-08-29,2021-08-29 02:44:33,1630172673,F
2021-08-29,2021-08-29 02:46:04,1630172764,H
2021-08-29,2021-08-29 03:03:09,1630173789,H
2021-08-29,2021-08-29 03:14:03,1630174443,B
2021-08-29,2021-08-29 03:37:44,1630175864,H
2021-08-29,2021-08-29 03:50:33,1630176633,H
2021-08-29,2021-08-29 03:51:58,1630176718,H
2021-08-29,2021-08-29 03:55:32,1630176932,G
2021-08-29,2021-08-29 03:58:56,1630177136,G
2021-08-29,2021-08-29 04:08:16,1630177696,D
2021-08-29,2021-08-29 04:10:45,1630177845,C
2021-08-29,2021-08-29 04:14:21,1630178061,A
2021-08-29,2021-08-29 04:44:56,1630179896,E
2021-08-29,2021-08-29 05:04:07,1630181047,E
2021-08-29,2021-08-29 05:08:04,1630181284,H
2021-08-29,2021-08-29 05:13:34,1630181614,D
2021-08-29,2021-08-29 05:14:54,1630181694,E
2021-08-29,2021-08-29 05:23:58,1630182238,G
2021-08-29,2021-08-29 05:39:55,1630183195,E
2021-08-29,2021-08-29 05:54:50,1630184090,D
2021-08-29,2021-08-29 05:59:50,1630184390,B
2021-08-29,2021-08-29 06:11:50,1630185110,H
2021-08-29,2021-08-29 06:20:20,1630185620,D
2021-08-29,2021-08-29 06:22:49,1630185769,E
2021-08-29,2021-08-29 06:29:59,1630186199,E
2021-08-29,2021-08-29 06:31:38,1630186298,E
2021-08-29,2021-08-29 06:57:50,1630187870,B
2021-08-29,2021-08-29 07:01:06,1630188066,H
2021-08-29,2021-08-29 07:02:39,1630188159,H
2021-08-29,2021-08-29 07:03:41,1630188221,C
2021-08-29,2021-08-29 07:14:55,1630188895,G
2021-08-29,2021-08-29 07:48:15,1630190895,D
2021-08-29,2021-08-29 07:57:13,1630191433,C
2021-08-29,2021-08-29 08:16:24,1630192584,A
2021-08-29,2021-08-29 08:19:22,1630192762,B
2021-08-29,2021-08-29 08:22:28,1630192948,B
2021-08-29,2021-08-29 08:30:14,1630193414,D
2021-08-29,2021-08-29 08:42:08,1630194128,D
2021-08-29,2021-08-29 08:46:59,1630194419,F
2021-08-29,2021-08-29 08:55:51,1630194951,G
2021-08-29,2021-08-29 09:06:06,1630195566,C
2021-08-29,2021-08-29 09:11:39,1630195899,G
2021-08-29,2021-08-29 09:17:30,1630196250,B
2021-08-29,2021-08-29 09:38:17,1630197497,H
2021-08-29,2021-08-29 09:42:51,1630197771,A
2021-08-29,2021-08-29 09:51:11,1630198271,F
2021-08-29,2021-08-29 10:16:04,1630199764,G
2021-08-29,2021-08-29 10:31:57,1630200717,C
2021-08-29,2021-08-29 11:03:46,1630202626,B
2021-08-29,2021-08-29 11:05:52,1630202752,C
2021-08-29,2021-08-29 11:12:34,1630203154,A
2021-08-29,2021-08-29 11:14:39,1630203279,G
2021-08-29,2021-08-29 11:38:24,1630204704,D
2021-08-29,2021-08-29 11:44:09,1630205049,C
2021-08-29,2021-08-29 12:32:59,1630207979,D
2021-08-29,2021-08-29 12:34:37,1630208077,H
2021-08-29,2021-08-29 12:37:14,1630208234,G
2021-08-29,2021-08-29 12:39:35,1630208375,G
2021-08-29,2021-08-29 12:48:26,1630208906,C
2021-08-29,2021-08-29 12:54:15,1630209255,D
2021-08-29,2021-08-29 12:56:34,1630209394,F
2021-08-29,2021-08-29 13:04:07,1630209847,G
2021-08-29,2021-08-29 13:08:11,1630210091,E
2021-08-29,2021-08-29 13:16:14,1630210574,B
2021-08-29,2021-08-29 13:20:23,1630210823,G
2021-08-29,2021-08-29 13:39:02,1630211942,B
2021-08-29,2021-08-29 13:41:45,1630212105,B
2021-08-29,2021-08-29 13:49:07,1630212547,A
2021-08-29,2021-08-29 13:58:54,1630213134,D
2021-08-29,2021-08-29 14:14:32,1630214072,B
2021-08-29,2021-08-29 14:21:29,1630214489,C
2021-08-29,2021-08-29 14:37:03,1630215423,E
2021-08-29,2021-08-29 14:38:57,1630215537,E
2021-08-29,2021-08-29 14:46:19,1630215979,E
2021-08-29,2021-08-29 15:01:26,1630216886,D
2021-08-29,2021-08-29 15:02:13,1630216933,C
2021-08-29,2021-08-29 15:04:53,1630217093,B
2021-08-29,2021-08-29 15:08:12,1630217292,B
2021-08-29,2021-08-29 15:20:14,1630218014,D
2021-08-29,2021-08-29 15:20:24,1630218024,C
2021-08-29,2021-08-29 15:22:23,1630218143,D
2021-08-29,2021-08-29 15:24:57,1630218297,H
2021-08-29,2021-08-29 15:47:14,1630219634,F
2021-08-29,2021-08-29 16:00:04,1630220404,F
2021-08-29,2021-08-29 16:06:19,1630220779,D
2021-08-29,2021-08-29 16:25:34,1630221934,D
2021-08-29,2021-08-29 17:42:48,1630226568,C
2021-08-29,2021-08-29 17:56:53,1630227413,H
2021-08-29,2021-08-29 18:08:53,1630228133,F
2021-08-29,2021-08-29 18:14:37,1630228477,C
2021-08-29,2021-08-29 18:17:39,1630228659,E
2021-08-29,2021-08-29 18:24:58,1630229098,E
2021-08-29,2021-08-29 18:29:27,1630229367,E
2021-08-29,2021-08-29 18:47:51,1630230471,B
2021-08-29,2021-08-29 18:58:36,1630231116,C
2021-08-29,2021-08-29 19:11:39,1630231899,D
2021-08-29,2021-08-29 19:21:18,1630232478,G
2021-08-29,2021-08-29 19:30:50,1630233050,B
2021-08-29,2021-08-29 19:37:02,1630233422,C
2021-08-29,2021-08-29 19:42:28,1630233748,B
2021-08-29,2021-08-29 19:43:18,1630233798,D
2021-08-29,2021-08-29 19:46:55,1630234015,D
2021-08-29,2021-08-29 19:57:17,1630234637,E
2021-08-29,2021-08-29 20:03:29,1630235009,H
2021-08-29,2021-08-29 20:15:17,1630235717,D
2021-08-29,2021-08-29 20:18:20,1630235900,G
2021-08-29,2021-08-29 20:31:07,1630236667,C
2021-08-29,2021-08-29 21:16:35,1630239395,E
2021-08-29,2021-08-29 21:20:13,1630239613,C
2021-08-29,2021-08-29 21:20:42,1630239642,E
2021-08-29,2021-08-29 21:25:32,1630239932,F
2021-08-29,2021-08-29 21:31:19,1630240279,D
2021-08-29,2021-08-29 21:35:17,1630240517,H
2021-08-29,2021-08-29 21:35:33,1630240533,G
2021-08-29,2021-08-29 21:41:45,1630240905,E
2021-08-29,2021-08-29 21:50:04,1630241404,D
2021-08-29,2021-08-29 21:59:27,1630241967,E
2021-08-29,2021-08-29 22:01:30,1630242090,F
2021-08-29,2021-08-29 22:08:31,1630242511,B
2021-08-29,2021-08-29 22:14:15,1630242855,G
2021-08-29,2021-08-29 22:19:11,1630243151,G
2021-08-29,2021-08-29 22:22:35,1630243355,C
2021-08-29,2021-08-29 23:05:52,1630245952,C
2021-08-29,2021-08-29 23:10:08,1630246208,D
2021-08-29,2021-08-29 23:14:05,1630246445,B
2021-08-29,2021-08-29 23:14:27,1630246467,D
2021-08-29,2021-08-29 23:24:50,1630247090,F
2021-08-29,2021-08-29 23:29:01,1630247341,A
2021-08-29,2021-08-29 23:30:37,1630247437,E
2021-08-29,2021-08-29 23:32:52,1630247572,G
2021-08-29,2021-08-29 23:37:06,1630247826,A
2021-08-29,2021-08-29 23:42:53,1630248173,E
2021-08-29,2021-08-29 23:47:13,1630248433,H
2021-08-29,2021-08-29 23:51:26,1630248686,G
2021-08-29,2021-08-29 23:58:12,1630249092,C
2021-08-30,2021-08-30 00:01:01,1630249261,B
2021-08-30,2021-08-30 00:01:35,1630249295,G
2021-08-30,2021-08-30 00:02:41,1630249361,G
2021-08-30,2021-08-30 00:04:53,1630249493,D
2021-08-30,2021-08-30 00:06:57,1630249617,C
2021-08-30,2021-08-30 00:16:13,1630250173,H
2021-08-30,2021-08-30 00:20:47,1630250447,E
2021-08-30,2021-08-30 00:42:59,1630251779,E
2021-08-30,2021-08-30 00:50:42,1630252242,C
2021-08-30,2021-08-30 01:15:51,1630253751,A
2021-08-30,2021-08-30 01:19:09,1630253949,A
2021-08-30,2021-08-30 01:21:19,1630254079,H
2021-08-30,2021-08-30 01:22:16,1630254136,C
2021-08-30,2021-08-30 01:25:25,1630254325,H
2021-08-30,2021-08-30 01:27:22,1630254442,H
2021-08-30,2021-08-30 01:29:45,1630254585,D
2021-08-30,2021-08-30 01:29:52,1630254592,B
2021-08-30,2021-08-30 01:31:08,1630254668,F
2021-08-30,2021-08-30 01:31:23,1630254683,D
2021-08-30,2021-08-30 01:38:22,1630255102,G
2021-08-30,2021-08-30 01:42:26,1630255346,F
2021-08-30,2021-08-30 01:48:06,1630255686,F
2021-08-30,2021-08-30 01:48:55,1630255735,C
2021-08-30,2021-08-30 01:50:14,1630255814,C
2021-08-30,2021-08-30 01:56:31,1630256191,F
2021-08-30,2021-08-30 01:58:27,1630256307,B
2021-08-30,2021-08-30 01:59:52,1630256392,A
2021-08-30,2021-08-30 02:02:48,1630256568,F
2021-08-30,2021-08-30 02:09:12,1630256952,G
2021-08-30,2021-08-30 02:16:21,1630257381,G
2021-08-30,2021-08-30 02:16:51,1630257411,A
2021-08-30,2021-08-30 02:20:53,1630257653,C
2021-08-30,2021-08-30 02:26:02,1630257962,H
2021-08-30,2021-08-30 02:27:39,1630258059,C
2021-08-30,2021-08-30 02:34:26,1630258466,C
2021-08-30,2021-08-30 02:40:06,1630258806,E
2021-08-30,2021-08-30 02:42:29,1630258949,C
2021-08-30,2021-08-30 02:43:05,1630258985,G
2021-08-30,2021-08-30 02:47:28,1630259248,C
2021-08-30,2021-08-30 02:48:21,1630259301,H
2021-08-30,2021-08-30 02:52:10,1630259530,C
2021-08-30,2021-08-30 02:58:04,1630259884,G
2021-08-30,2021-08-30 02:58:41,1630259921,G
2021-08-30,2021-08-30 03:03:46,1630260226,F
2021-08-30,2021-08-30 03:14:04,1630260844,G
2021-08-30,2021-08-30 03:14:47,1630260887,H
2021-08-30,2021-08-30 03:16:50,1630261010,A
2021-08-30,2021-08-30 03:17:07,1630261027,D
2021-08-30,2021-08-30 03:19:51,1630261191,A
2021-08-30,2021-08-30 03:33:38,1630262018,B
2021-08-30,2021-08-30 03:35:07,1630262107,H
2021-08-30,2021-08-30 03:44:04,1630262644,G
2021-08-30,2021-08-30 03:44:56,1630262696,A
2021-08-30,2021-08-30 03:49:38,1630262978,G
2021-08-30,2021-08-30 04:05:02,1630263902,A
2021-08-30,2021-08-30 04:08:26,1630264106,D
2021-08-30,2021-08-30 04:15:31,1630264531,G
2021-08-30,2021-08-30 04:18:09,1630264689,B
2021-08-30,2021-08-30 04:18:57,1630264737,E
2021-08-30,2021-08-30 04:27:17,1630265237,G
2021-08-30,2021-08-30 04:39:57,1630265997,G
2021-08-30,2021-08-30 04:43:11,1630266191,E
2021-08-30,2021-08-30 04:44:12,1630266252,G
2021-08-30,2021-08-30 04:47:51,1630266471,F
2021-08-30,2021-08-30 05:12:39,1630267959,G
2021-08-30,2021-08-30 05:18:35,1630268315,F
2021-08-30,2021-08-30 05:21:03,1630268463,G
2021-08-30,2021-08-30 05:24:34,1630268674,D
2021-08-30,2021-08-30 05:26:58,1630268818,G
2021-08-30,2021-08-30 05:27:55,1630268875,F
2021-08-30,2021-08-30 05:33:11,1630269191,A
2021-08-30,2021-08-30 05:38:41,1630269521,A
2021-08-30,2021-08-30 05:46:37,1630269997,A
2021-08-30,2021-08-30 05:48:18,1630270098,A
2021-08-30,2021-08-30 05:53:58,1630270438,D
2021-08-30,2021-08-30 05:59:02,1630270742,F
2021-08-30,2021-08-30 05:59:37,1630270777,F
2021-08-30,2021-08-30 05:59:47,1630270787,E
2021-08-30,2021-08-30 06:04:24,1630271064,F
2021-08-30,2021-08-30 06:09:27,1630271367,F
2021-08-30,2021-08-30 06:16:29,1630271789,B
2021-08-30,2021-08-30 06:20:55,1630272055,G
2021-08-30,2021-08-30 06:28:03,1630272483,B
2021-08-30,2021-08-30 06:28:48,1630272528,A
2021-08-30,2021-08-30 06:30:17,1630272617,E
2021-08-30,2021-08-30 06:35:17,1630272917,F
2021-08-30,2021-08-30 06:42:43,1630273363,A
2021-08-30,2021-08-30 06:48:38,1630273718,H
2021-08-30,2021-08-30 07:02:58,1630274578,H
2021-08-30,2021-08-30 07:04:10,1630274650,F
2021-08-30,2021-08-30 07:09:13,1630274953,A
2021-08-30,2021-08-30 07:23:31,1630275811,A
2021-08-30,2021-08-30 07:30:06,1630276206,F
2021-08-30,2021-08-30 07:47:22,1630277242,G
2021-08-30,2021-08-30 07:49:28,1630277368,C
2021-08-30,2021-08-30 07:53:37,1630277617,E
2021-08-30,2021-08-30 07:53:38,1630277618,D
2021-08-30,2021-08-30 07:57:21,1630277841,B
2021-08-30,2021-08-30 07:58:31,1630277911,F
2021-08-30,2021-08-30 08:06:45,1630278405,D
2021-08-30,2021-08-30 08:13:06,1630278786,H
2021-08-30,2021-08-30 08:16:30,1630278990,D
2021-08-30,2021-08-30 08:26:48,1630279608,A
2021-08-30,2021-08-30 08:30:51,1630279851,G
2021-08-30,2021-08-30 08:45:49,1630280749,E
2021-08-30,2021-08-30 08:50:45,1630281045,C
2021-08-30,2021-08-30 09:00:15,1630281615,F
2021-08-30,2021-08-30 09:11:50,1630282310,G
2021-08-30,2021-08-30 09:12:59,1630282379,E
2021-08-30,2021-08-30 09:16:23,1630282583,A
2021-08-30,2021-08-30 09:18:45,1630282725,A
2021-08-30,2021-08-30 09:19:35,1630282775,G
2021-08-30,2021-08-30 09:27:33,1630283253,E
2021-08-30,2021-08-30 09:29:48,1630283388,A
2021-08-30,2021-08-30 09:32:36,1630283556,C
2021-08-30,2021-08-30 09:43:45,1630284225,G
2021-08-30,2021-08-30 09:47:35,1630284455,C
2021-08-30,2021-08-30 09:58:01,1630285081,H
2021-08-30,2021-08-30 09:58:21,1630285101,E
2021-08-30,2021-08-30 10:03:14,1630285394,C
2021-08-30,2021-08-30 10:09:48,1630285788,C
2021-08-30,2021-08-30 10:16:53,1630286213,E
2021-08-30,2021-08-30 10:29:20,1630286960,A
2021-08-30,2021-08-30 10:34:39,1630287279,B
2021-08-30,2021-08-30 10:34:57,1630287297,B
2021-08-30,2021-08-30 10:48:12,1630288092,G
2021-08-30,2021-08-30 10:51:27,1630288287,G
2021-08-30,2021-08-30 10:57:08,1630288628,H
2021-08-30,2021-08-30 10:58:59,1630288739,E
2021-08-30,2021-08-30 11:07:46,1630289266,A
2021-08-30,2021-08-30 11:07:50,1630289270,C
2021-08-30,2021-08-30 11:18:33,1630289913,E
2021-08-30,2021-08-30 11:23:07,1630290187,H
2021-08-30,2021-08-30 11:43:37,1630291417,H
2021-08-30,2021-08-30 11:47:38,1630291658,B
2021-08-30,2021-08-30 11:48:44,1630291724,H
2021-08-30,2021-08-30 11:53:24,1630292004,A
2021-08-30,2021-08-30 12:05:42,1630292742,G
2021-08-30,2021-08-30 12:08:51,1630292931,D
2021-08-30,2021-08-30 12:14:34,1630293274,A
2021-08-30,2021-08-30 12:17:49,1630293469,A
2021-08-30,2021-08-30 12:18:20,1630293500,G
2021-08-30,2021-08-30 12:18:29,1630293509,A
2021-08-30,2021-08-30 12:22:56,1630293776,D
2021-08-30,2021-08-30 12:33:36,1630294416,G
2021-08-30,2021-08-30 12:34:57,1630294497,H
2021-08-30,2021-08-30 12:39:06,1630294746,F
2021-08-30,2021-08-30 12:42:27,1630294947,F
2021-08-30,2021-08-30 13:00:41,1630296041,A
2021-08-30,2021-08-30 13:03:59,1630296239,E
2021-08-30,2021-08-30 13:04:50,1630296290,F
2021-08-30,2021-08-30 13:08:39,1630296519,C
2021-08-30,2021-08-30 13:09:45,1630296585,A
2021-08-30,2021-08-30 13:10:07,1630296607,F
2021-08-30,2021-08-30 13:20:40,1630297240,B
2021-08-30,2021-08-30 13:21:55,1630297315,G
2021-08-30,2021-08-30 13:29:09,1630297749,H
2021-08-30,2021-08-30 13:31:09,1630297869,C
2021-08-30,2021-08-30 13:33:20,1630298000,H
2021-08-30,2021-08-30 13:34:23,1630298063,D
2021-08-30,2021-08-30 13:36:44,1630298204,B
2021-08-30,2021-08-30 13:38:40,1630298320,B
2021-08-30,2021-08-30 13:39:42,1630298382,C
2021-08-30,2021-08-30 13:43:12,1630298592,B
2021-08-30,2021-08-30 13:53:17,1630299197,G
2021-08-30,2021-08-30 13:53:37,1630299217,E
2021-08-30,2021-08-30 14:05:49,1630299949,B
2021-08-30,2021-08-30 14:08:22,1630300102,E
2021-08-30,2021-08-30 14:11:33,1630300293,D
2021-08-30,2021-08-30 14:14:06,1630300446,A
2021-08-30,2021-08-30 14:19:29,1630300769,G
2021-08-30,2021-08-30 14:25:43,1630301143,A
2021-08-30,2021-08-30 14:33:26,1630301606,A
2021-08-30,2021-08-30 14:39:26,1630301966,F
2021-08-30,2021-08-30 14:39:32,1630301972,G
2021-08-30,2021-08-30 14:45:20,1630302320,A
2021-08-30,2021-08-30 14:49:58,1630302598,C
2021-08-30,2021-08-30 14:50:27,1630302627,G
2021-08-30,2021-08-30 14:50:52,1630302652,A
